Zone,cluster,NewCap,unnamed: 0,net_cluster,region,tech,case,resource,zone,endcap,endenergycap,endchargecap,newcap,retcap,newenergycap,retenergycap,newchargecap,retchargecap,iter,resource_type,policy,cpa_id,lcoe,area,latitude,longitude,interconnect_annuity,state,m_landcover,m_primefarmland,exfacil,plfacil,m_hmi,m_popden,cpa_mw,name,cluster
2.0,2,6768.966505552252,62840,2,NY_Z_C&E,Onshore_Wind,0.1_100,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3000002,0,0,699.3000002,0,0,0,0,0,3,Onshore_Wind,1,72302,42.5317,73.50000035,42.79258338,-76.37900726,6147.987,New York,82.0,1.0,0.0,0.0,0.545617002,6.353741497,9.9225,Onshore_WindNY_Z_C&E2_3,2
2.0,2,6768.966505552252,64367,2,NY_Z_C&E,Onshore_Wind,0.1_1,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.2999997,0,0,699.2999997,0,0,0,0,0,1,Onshore_Wind,1,72302,42.5317,73.50000035,42.79258338,-76.37900726,6147.987,New York,82.0,1.0,0.0,0.0,0.545617002,6.353741497,9.9225,Onshore_WindNY_Z_C&E2_1,2
2.0,2,6768.966505552252,62630,2,NY_Z_C&E,Onshore_Wind,0.1_16,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3,0,0,699.3,0,0,0,0,0,9,Onshore_Wind,1,72302,42.5317,73.50000035,42.79258338,-76.37900726,6147.987,New York,82.0,1.0,0.0,0.0,0.545617002,6.353741497,9.9225,Onshore_WindNY_Z_C&E2_9,2
2.0,2,6768.966505552252,62385,2,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3000001,0,0,699.3000001,0,0,0,0,0,5,Onshore_Wind,1,72302,42.5317,73.50000035,42.79258338,-76.37900726,6147.987,New York,82.0,1.0,0.0,0.0,0.545617002,6.353741497,9.9225,Onshore_WindNY_Z_C&E2_5,2
2.0,2,6768.966505552252,63190,2,NY_Z_C&E,Onshore_Wind,0.1_11,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3,0,0,699.3,0,0,0,0,0,4,Onshore_Wind,1,72302,42.5317,73.50000035,42.79258338,-76.37900726,6147.987,New York,82.0,1.0,0.0,0.0,0.545617002,6.353741497,9.9225,Onshore_WindNY_Z_C&E2_4,2
2.0,2,6768.966505552252,64372,2,NY_Z_C&E,Onshore_Wind,0.1_1,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.2999997,0,0,699.2999997,0,0,0,0,0,1,Onshore_Wind,1,72126,43.14086,33.0,42.92249849,-75.33550803,10103.024,New York,41.0,1.0,0.0,0.0,0.475029791,3.984848485,8.91,Onshore_WindNY_Z_C&E2_1,2
2.0,2,6768.966505552252,62390,2,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3000001,0,0,699.3000001,0,0,0,0,0,5,Onshore_Wind,1,72126,43.14086,33.0,42.92249849,-75.33550803,10103.024,New York,41.0,1.0,0.0,0.0,0.475029791,3.984848485,8.91,Onshore_WindNY_Z_C&E2_5,2
2.0,2,6768.966505552252,63195,2,NY_Z_C&E,Onshore_Wind,0.1_11,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3,0,0,699.3,0,0,0,0,0,4,Onshore_Wind,1,72126,43.14086,33.0,42.92249849,-75.33550803,10103.024,New York,41.0,1.0,0.0,0.0,0.475029791,3.984848485,8.91,Onshore_WindNY_Z_C&E2_4,2
2.0,2,6768.966505552252,62635,2,NY_Z_C&E,Onshore_Wind,0.1_16,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3,0,0,699.3,0,0,0,0,0,9,Onshore_Wind,1,72126,43.14086,33.0,42.92249849,-75.33550803,10103.024,New York,41.0,1.0,0.0,0.0,0.475029791,3.984848485,8.91,Onshore_WindNY_Z_C&E2_9,2
2.0,2,6768.966505552252,62845,2,NY_Z_C&E,Onshore_Wind,0.1_100,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3000002,0,0,699.3000002,0,0,0,0,0,3,Onshore_Wind,1,72126,43.14086,33.0,42.92249849,-75.33550803,10103.024,New York,41.0,1.0,0.0,0.0,0.475029791,3.984848485,8.91,Onshore_WindNY_Z_C&E2_3,2
2.0,2,6768.966505552252,64376,2,NY_Z_C&E,Onshore_Wind,0.1_1,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.2999997,0,0,699.2999997,0,0,0,0,0,1,Onshore_Wind,1,71567,43.841877,63.75000077,43.60558968,-75.45989009,13936.775,New York,41.0,0.0,0.0,0.0,0.304151113,5.619607843,8.60625,Onshore_WindNY_Z_C&E2_1,2
2.0,2,6768.966505552252,63199,2,NY_Z_C&E,Onshore_Wind,0.1_11,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3,0,0,699.3,0,0,0,0,0,4,Onshore_Wind,1,71567,43.841877,63.75000077,43.60558968,-75.45989009,13936.775,New York,41.0,0.0,0.0,0.0,0.304151113,5.619607843,8.60625,Onshore_WindNY_Z_C&E2_4,2
2.0,2,6768.966505552252,62394,2,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3000001,0,0,699.3000001,0,0,0,0,0,5,Onshore_Wind,1,71567,43.841877,63.75000077,43.60558968,-75.45989009,13936.775,New York,41.0,0.0,0.0,0.0,0.304151113,5.619607843,8.60625,Onshore_WindNY_Z_C&E2_5,2
2.0,2,6768.966505552252,62639,2,NY_Z_C&E,Onshore_Wind,0.1_16,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3,0,0,699.3,0,0,0,0,0,9,Onshore_Wind,1,71567,43.841877,63.75000077,43.60558968,-75.45989009,13936.775,New York,41.0,0.0,0.0,0.0,0.304151113,5.619607843,8.60625,Onshore_WindNY_Z_C&E2_9,2
2.0,2,6768.966505552252,62849,2,NY_Z_C&E,Onshore_Wind,0.1_100,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3000002,0,0,699.3000002,0,0,0,0,0,3,Onshore_Wind,1,71567,43.841877,63.75000077,43.60558968,-75.45989009,13936.775,New York,41.0,0.0,0.0,0.0,0.304151113,5.619607843,8.60625,Onshore_WindNY_Z_C&E2_3,2
2.0,2,6768.966505552252,62640,2,NY_Z_C&E,Onshore_Wind,0.1_16,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3,0,0,699.3,0,0,0,0,0,9,Onshore_Wind,1,72082,44.26497,60.25000056,42.40588857,-75.30317007,16198.945,New York,41.0,1.0,0.0,0.0,0.259992749,5.580912863,8.13375,Onshore_WindNY_Z_C&E2_9,2
2.0,2,6768.966505552252,63200,2,NY_Z_C&E,Onshore_Wind,0.1_11,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3,0,0,699.3,0,0,0,0,0,4,Onshore_Wind,1,72082,44.26497,60.25000056,42.40588857,-75.30317007,16198.945,New York,41.0,1.0,0.0,0.0,0.259992749,5.580912863,8.13375,Onshore_WindNY_Z_C&E2_4,2
2.0,2,6768.966505552252,62850,2,NY_Z_C&E,Onshore_Wind,0.1_100,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3000002,0,0,699.3000002,0,0,0,0,0,3,Onshore_Wind,1,72082,44.26497,60.25000056,42.40588857,-75.30317007,16198.945,New York,41.0,1.0,0.0,0.0,0.259992749,5.580912863,8.13375,Onshore_WindNY_Z_C&E2_3,2
2.0,2,6768.966505552252,64377,2,NY_Z_C&E,Onshore_Wind,0.1_1,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.2999997,0,0,699.2999997,0,0,0,0,0,1,Onshore_Wind,1,72082,44.26497,60.25000056,42.40588857,-75.30317007,16198.945,New York,41.0,1.0,0.0,0.0,0.259992749,5.580912863,8.13375,Onshore_WindNY_Z_C&E2_1,2
2.0,2,6768.966505552252,62395,2,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3000001,0,0,699.3000001,0,0,0,0,0,5,Onshore_Wind,1,72082,44.26497,60.25000056,42.40588857,-75.30317007,16198.945,New York,41.0,1.0,0.0,0.0,0.259992749,5.580912863,8.13375,Onshore_WindNY_Z_C&E2_5,2
2.0,2,6768.966505552252,62643,2,NY_Z_C&E,Onshore_Wind,0.1_16,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3,0,0,699.3,0,0,0,0,0,9,Onshore_Wind,1,71581,45.260098,23.24999933,43.80370798,-75.67886476,16938.416,New York,41.0,1.0,1.0,0.0,0.28286458,2.247311828,12.555,Onshore_WindNY_Z_C&E2_9,2
2.0,2,6768.966505552252,62853,2,NY_Z_C&E,Onshore_Wind,0.1_100,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3000002,0,0,699.3000002,0,0,0,0,0,3,Onshore_Wind,1,71581,45.260098,23.24999933,43.80370798,-75.67886476,16938.416,New York,41.0,1.0,1.0,0.0,0.28286458,2.247311828,12.555,Onshore_WindNY_Z_C&E2_3,2
2.0,2,6768.966505552252,62398,2,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3000001,0,0,699.3000001,0,0,0,0,0,5,Onshore_Wind,1,71581,45.260098,23.24999933,43.80370798,-75.67886476,16938.416,New York,41.0,1.0,1.0,0.0,0.28286458,2.247311828,12.555,Onshore_WindNY_Z_C&E2_5,2
2.0,2,6768.966505552252,64380,2,NY_Z_C&E,Onshore_Wind,0.1_1,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.2999997,0,0,699.2999997,0,0,0,0,0,1,Onshore_Wind,1,71581,45.260098,23.24999933,43.80370798,-75.67886476,16938.416,New York,41.0,1.0,1.0,0.0,0.28286458,2.247311828,12.555,Onshore_WindNY_Z_C&E2_1,2
2.0,2,6768.966505552252,63203,2,NY_Z_C&E,Onshore_Wind,0.1_11,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3,0,0,699.3,0,0,0,0,0,4,Onshore_Wind,1,71581,45.260098,23.24999933,43.80370798,-75.67886476,16938.416,New York,41.0,1.0,1.0,0.0,0.28286458,2.247311828,12.555,Onshore_WindNY_Z_C&E2_4,2
2.0,2,6768.966505552252,63205,2,NY_Z_C&E,Onshore_Wind,0.1_11,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3,0,0,699.3,0,0,0,0,0,4,Onshore_Wind,1,71470,45.80019,34.74999996,43.55342399,-74.86885014,20741.902,New York,41.0,0.0,0.0,0.0,0.025194274,0.0,56.295,Onshore_WindNY_Z_C&E2_4,2
2.0,2,6768.966505552252,62400,2,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3000001,0,0,699.3000001,0,0,0,0,0,5,Onshore_Wind,1,71470,45.80019,34.74999996,43.55342399,-74.86885014,20741.902,New York,41.0,0.0,0.0,0.0,0.025194274,0.0,56.295,Onshore_WindNY_Z_C&E2_5,2
2.0,2,6768.966505552252,62855,2,NY_Z_C&E,Onshore_Wind,0.1_100,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3000002,0,0,699.3000002,0,0,0,0,0,3,Onshore_Wind,1,71470,45.80019,34.74999996,43.55342399,-74.86885014,20741.902,New York,41.0,0.0,0.0,0.0,0.025194274,0.0,56.295,Onshore_WindNY_Z_C&E2_3,2
2.0,2,6768.966505552252,64382,2,NY_Z_C&E,Onshore_Wind,0.1_1,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.2999997,0,0,699.2999997,0,0,0,0,0,1,Onshore_Wind,1,71470,45.80019,34.74999996,43.55342399,-74.86885014,20741.902,New York,41.0,0.0,0.0,0.0,0.025194274,0.0,56.295,Onshore_WindNY_Z_C&E2_1,2
2.0,2,6768.966505552252,62645,2,NY_Z_C&E,Onshore_Wind,0.1_16,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3,0,0,699.3,0,0,0,0,0,9,Onshore_Wind,1,71470,45.80019,34.74999996,43.55342399,-74.86885014,20741.902,New York,41.0,0.0,0.0,0.0,0.025194274,0.0,56.295,Onshore_WindNY_Z_C&E2_9,2
2.0,3,0.0001949489570049,110319,3,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_3,4,626.3,0,0,626.3,0,0,0,0,0,5,Onshore_Wind,1,71557,51.466095,69.99999989,43.56775952,-75.75567848,12168.926,New York,41.0,0.0,0.0,0.0,0.137839165,1.05,37.8,Onshore_WindNY_Z_C&E3_5,3
2.0,4,0.000142090689523,124997,4,NY_Z_C&E,Onshore_Wind,0.1_100,NY_Z_C&E_landbasedwind_class1_moderate_4,4,947.0,0,0,947.0,0,0,0,0,0,3,Onshore_Wind,1,72092,46.822674,18.75000066,42.50716989,-75.1557572,15986.89,New York,41.0,0.0,0.0,0.0,0.259815811,9.12,2.53125,Onshore_WindNY_Z_C&E4_3,4
2.0,5,0.0001018468473346,131471,5,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_5,4,593.7999985,0,0,593.7999985,0,0,0,0,0,5,Onshore_Wind,1,71759,61.458164,52.75000057,43.31995577,-75.02037008,13884.647,New York,41.0,1.0,0.0,0.0,0.230046393,3.327014218,14.2425,Onshore_WindNY_Z_C&E5_5,5
2.0,6,0.0001019916057602,135822,6,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_6,4,935.3999951,0,0,935.3999951,0,0,0,0,0,5,Onshore_Wind,1,71532,54.350464,40.24999893,43.38968113,-76.02894435,9952.885,New York,41.0,1.0,0.0,0.0,0.304935912,7.931677019,5.43375,Onshore_WindNY_Z_C&E6_5,6
3.0,1,8.69408229707486e-05,9710,1,NY_Z_C&E,Onshore_Wind,0.1_100,NY_Z_C&E_landbasedwind_class1_moderate_1,4,857.8999946,0,0,857.8999946,0,0,0,0,0,3,Onshore_Wind,1,71559,45.434727,55.74999985,43.53275915,-75.46780561,11932.202,New York,41.0,1.0,0.0,0.0,0.329781653,2.66367713,30.105,Onshore_WindNY_Z_C&E1_3,1
3.0,2,9.532045369032004e-05,62378,2,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3000001,0,0,699.3000001,0,0,0,0,0,5,Onshore_Wind,1,72114,41.97906,45.50000014,42.85557458,-75.3600095,10784.156,New York,41.0,1.0,0.0,0.0,0.361638559,4.703296703,12.285,Onshore_WindNY_Z_C&E2_5,2
3.0,3,7.809266444842487e-05,110319,3,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_3,4,626.3,0,0,626.3,0,0,0,0,0,5,Onshore_Wind,1,71557,51.466095,69.99999989,43.56775952,-75.75567848,12168.926,New York,41.0,0.0,0.0,0.0,0.137839165,1.05,37.8,Onshore_WindNY_Z_C&E3_5,3
3.0,4,7.747789492155836e-05,124997,4,NY_Z_C&E,Onshore_Wind,0.1_100,NY_Z_C&E_landbasedwind_class1_moderate_4,4,947.0,0,0,947.0,0,0,0,0,0,3,Onshore_Wind,1,72092,46.822674,18.75000066,42.50716989,-75.1557572,15986.89,New York,41.0,0.0,0.0,0.0,0.259815811,9.12,2.53125,Onshore_WindNY_Z_C&E4_3,4
3.0,5,6.472140363915748e-05,131471,5,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_5,4,593.7999985,0,0,593.7999985,0,0,0,0,0,5,Onshore_Wind,1,71759,61.458164,52.75000057,43.31995577,-75.02037008,13884.647,New York,41.0,1.0,0.0,0.0,0.230046393,3.327014218,14.2425,Onshore_WindNY_Z_C&E5_5,5
3.0,6,6.674971596374763e-05,135822,6,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_6,4,935.3999951,0,0,935.3999951,0,0,0,0,0,5,Onshore_Wind,1,71532,54.350464,40.24999893,43.38968113,-76.02894435,9952.885,New York,41.0,1.0,0.0,0.0,0.304935912,7.931677019,5.43375,Onshore_WindNY_Z_C&E6_5,6
4.0,1,0.000125195654102,9710,1,NY_Z_C&E,Onshore_Wind,0.1_100,NY_Z_C&E_landbasedwind_class1_moderate_1,4,857.8999946,0,0,857.8999946,0,0,0,0,0,3,Onshore_Wind,1,71559,45.434727,55.74999985,43.53275915,-75.46780561,11932.202,New York,41.0,1.0,0.0,0.0,0.329781653,2.66367713,30.105,Onshore_WindNY_Z_C&E1_3,1
4.0,2,0.0001037661816876,62378,2,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3000001,0,0,699.3000001,0,0,0,0,0,5,Onshore_Wind,1,72114,41.97906,45.50000014,42.85557458,-75.3600095,10784.156,New York,41.0,1.0,0.0,0.0,0.361638559,4.703296703,12.285,Onshore_WindNY_Z_C&E2_5,2
4.0,3,9.997577385871744e-05,110319,3,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_3,4,626.3,0,0,626.3,0,0,0,0,0,5,Onshore_Wind,1,71557,51.466095,69.99999989,43.56775952,-75.75567848,12168.926,New York,41.0,0.0,0.0,0.0,0.137839165,1.05,37.8,Onshore_WindNY_Z_C&E3_5,3
4.0,4,0.0001005911566445,124997,4,NY_Z_C&E,Onshore_Wind,0.1_100,NY_Z_C&E_landbasedwind_class1_moderate_4,4,947.0,0,0,947.0,0,0,0,0,0,3,Onshore_Wind,1,72092,46.822674,18.75000066,42.50716989,-75.1557572,15986.89,New York,41.0,0.0,0.0,0.0,0.259815811,9.12,2.53125,Onshore_WindNY_Z_C&E4_3,4
4.0,5,8.905180403573193e-05,131471,5,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_5,4,593.7999985,0,0,593.7999985,0,0,0,0,0,5,Onshore_Wind,1,71759,61.458164,52.75000057,43.31995577,-75.02037008,13884.647,New York,41.0,1.0,0.0,0.0,0.230046393,3.327014218,14.2425,Onshore_WindNY_Z_C&E5_5,5
4.0,6,7.873142575302451e-05,135822,6,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_6,4,935.3999951,0,0,935.3999951,0,0,0,0,0,5,Onshore_Wind,1,71532,54.350464,40.24999893,43.38968113,-76.02894435,9952.885,New York,41.0,1.0,0.0,0.0,0.304935912,7.931677019,5.43375,Onshore_WindNY_Z_C&E6_5,6
5.0,1,0.0135164158221499,9710,1,NY_Z_C&E,Onshore_Wind,0.1_100,NY_Z_C&E_landbasedwind_class1_moderate_1,4,857.8999946,0,0,857.8999946,0,0,0,0,0,3,Onshore_Wind,1,71559,45.434727,55.74999985,43.53275915,-75.46780561,11932.202,New York,41.0,1.0,0.0,0.0,0.329781653,2.66367713,30.105,Onshore_WindNY_Z_C&E1_3,1
5.0,2,0.0011487233404078,62378,2,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3000001,0,0,699.3000001,0,0,0,0,0,5,Onshore_Wind,1,72114,41.97906,45.50000014,42.85557458,-75.3600095,10784.156,New York,41.0,1.0,0.0,0.0,0.361638559,4.703296703,12.285,Onshore_WindNY_Z_C&E2_5,2
5.0,3,0.0004446771440542,110319,3,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_3,4,626.3,0,0,626.3,0,0,0,0,0,5,Onshore_Wind,1,71557,51.466095,69.99999989,43.56775952,-75.75567848,12168.926,New York,41.0,0.0,0.0,0.0,0.137839165,1.05,37.8,Onshore_WindNY_Z_C&E3_5,3
5.0,4,0.0002934320695305,124997,4,NY_Z_C&E,Onshore_Wind,0.1_100,NY_Z_C&E_landbasedwind_class1_moderate_4,4,947.0,0,0,947.0,0,0,0,0,0,3,Onshore_Wind,1,72092,46.822674,18.75000066,42.50716989,-75.1557572,15986.89,New York,41.0,0.0,0.0,0.0,0.259815811,9.12,2.53125,Onshore_WindNY_Z_C&E4_3,4
5.0,5,0.0001796968639202,131471,5,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_5,4,593.7999985,0,0,593.7999985,0,0,0,0,0,5,Onshore_Wind,1,71759,61.458164,52.75000057,43.31995577,-75.02037008,13884.647,New York,41.0,1.0,0.0,0.0,0.230046393,3.327014218,14.2425,Onshore_WindNY_Z_C&E5_5,5
5.0,6,0.000115242376837,135822,6,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_6,4,935.3999951,0,0,935.3999951,0,0,0,0,0,5,Onshore_Wind,1,71532,54.350464,40.24999893,43.38968113,-76.02894435,9952.885,New York,41.0,1.0,0.0,0.0,0.304935912,7.931677019,5.43375,Onshore_WindNY_Z_C&E6_5,6
6.0,1,12171.779119981378,9710,1,NY_Z_C&E,Onshore_Wind,0.1_100,NY_Z_C&E_landbasedwind_class1_moderate_1,4,857.8999946,0,0,857.8999946,0,0,0,0,0,3,Onshore_Wind,1,71559,45.434727,55.74999985,43.53275915,-75.46780561,11932.202,New York,41.0,1.0,0.0,0.0,0.329781653,2.66367713,30.105,Onshore_WindNY_Z_C&E1_3,1
6.0,1,12171.779119981378,10065,1,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_1,4,857.9,0,0,857.9,0,0,0,0,0,5,Onshore_Wind,1,71559,45.434727,55.74999985,43.53275915,-75.46780561,11932.202,New York,41.0,1.0,0.0,0.0,0.329781653,2.66367713,30.105,Onshore_WindNY_Z_C&E1_5,1
6.0,1,12171.779119981378,10918,1,NY_Z_C&E,Onshore_Wind,0.1_16,NY_Z_C&E_landbasedwind_class1_moderate_1,4,857.8999999,0,0,857.8999999,0,0,0,0,0,9,Onshore_Wind,1,71559,45.434727,55.74999985,43.53275915,-75.46780561,11932.202,New York,41.0,1.0,0.0,0.0,0.329781653,2.66367713,30.105,Onshore_WindNY_Z_C&E1_9,1
6.0,1,12171.779119981378,9713,1,NY_Z_C&E,Onshore_Wind,0.1_100,NY_Z_C&E_landbasedwind_class1_moderate_1,4,857.8999946,0,0,857.8999946,0,0,0,0,0,3,Onshore_Wind,1,71573,45.639877,55.25000017,43.72465302,-75.79040739,15736.897,New York,41.0,1.0,0.0,0.0,0.118921793,0.312217195,89.505005,Onshore_WindNY_Z_C&E1_3,1
6.0,1,12171.779119981378,10068,1,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_1,4,857.9,0,0,857.9,0,0,0,0,0,5,Onshore_Wind,1,71573,45.639877,55.25000017,43.72465302,-75.79040739,15736.897,New York,41.0,1.0,0.0,0.0,0.118921793,0.312217195,89.505005,Onshore_WindNY_Z_C&E1_5,1
6.0,1,12171.779119981378,10921,1,NY_Z_C&E,Onshore_Wind,0.1_16,NY_Z_C&E_landbasedwind_class1_moderate_1,4,857.8999999,0,0,857.8999999,0,0,0,0,0,9,Onshore_Wind,1,71573,45.639877,55.25000017,43.72465302,-75.79040739,15736.897,New York,41.0,1.0,0.0,0.0,0.118921793,0.312217195,89.505005,Onshore_WindNY_Z_C&E1_9,1
6.0,1,12171.779119981378,9723,1,NY_Z_C&E,Onshore_Wind,0.1_100,NY_Z_C&E_landbasedwind_class1_moderate_1,4,857.8999946,0,0,857.8999946,0,0,0,0,0,3,Onshore_Wind,1,72502,46.69418,66.99999926,42.15534468,-75.48485807,18522.06,New York,41.0,1.0,0.0,0.0,0.26909349,3.496268657,18.09,Onshore_WindNY_Z_C&E1_3,1
6.0,1,12171.779119981378,10078,1,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_1,4,857.9,0,0,857.9,0,0,0,0,0,5,Onshore_Wind,1,72502,46.69418,66.99999926,42.15534468,-75.48485807,18522.06,New York,41.0,1.0,0.0,0.0,0.26909349,3.496268657,18.09,Onshore_WindNY_Z_C&E1_5,1
6.0,1,12171.779119981378,10931,1,NY_Z_C&E,Onshore_Wind,0.1_16,NY_Z_C&E_landbasedwind_class1_moderate_1,4,857.8999999,0,0,857.8999999,0,0,0,0,0,9,Onshore_Wind,1,72502,46.69418,66.99999926,42.15534468,-75.48485807,18522.06,New York,41.0,1.0,0.0,0.0,0.26909349,3.496268657,18.09,Onshore_WindNY_Z_C&E1_9,1
6.0,2,0.0010731561327499,62378,2,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_2,4,699.3000001,0,0,699.3000001,0,0,0,0,0,5,Onshore_Wind,1,72114,41.97906,45.50000014,42.85557458,-75.3600095,10784.156,New York,41.0,1.0,0.0,0.0,0.361638559,4.703296703,12.285,Onshore_WindNY_Z_C&E2_5,2
6.0,3,0.0007080575209188,110319,3,NY_Z_C&E,Onshore_Wind,0.1_12,NY_Z_C&E_landbasedwind_class1_moderate_3,4,626.3,0,0,626.3,0,0,0,0,0,5,Onshore_Wind,1,71557,51.466095,69.99999989,43.56775952,-75.75567848,12168.926,New York,41.0,0.0,0.0,0.0,0.137839165,1.05,37.8,Onshore_WindNY_Z_C&E3_5,3
6.0,4,0.0003691707166494,124997,4,NY_Z_C&E,Onshore_Wind,0.1_100,NY_Z_C&E_landbasedwind_class1_moderate_4,4,947.0,0,0,947.0,0,0,0,0,0,3,Onshore_Wind,1,72092,46.822674,18.75000066,42.50716989,-75.1557572,15986.89,New York,41.0,0.0,0.0,0.0,0.259815811,9.12,2.53125,Onshore_WindNY_Z_C&E4_3,4
